,Cidade,Area,Quartos,Banheiros,Vagas Garagem,Andar,Animal,Mobiliado
2987,1,100,2,2,1,-,True,False
2988,1,50,1,1,0,2,False,False
2989,1,128,2,3,2,5,False,False
2990,1,45,1,1,2,8,True,False
2991,1,180,3,2,4,-,True,False
2992,1,350,4,3,4,-,True,False
2993,1,54,2,2,1,6,False,False
2994,1,60,2,2,1,11,True,False
2995,1,200,2,1,0,-,True,False
2996,1,520,3,4,3,-,True,True
2997,1,112,3,2,1,8,True,False
2998,1,104,3,2,1,-,False,False
2999,1,90,1,1,0,1,False,False
3000,1,273,3,2,5,-,False,False
3001,1,74,2,2,0,10,True,False
3002,1,40,1,1,1,8,False,False
3003,1,120,3,3,2,-,True,False
3004,1,60,2,1,1,6,True,False
3005,1,50,1,1,1,-,False,False
3006,0,398,5,6,0,2,True,False
3007,1,90,2,2,2,8,True,False
3008,1,106,3,3,1,2,True,False
3009,1,22,1,1,0,6,False,True
3010,1,167,3,3,4,10,True,False
3011,1,250,3,3,2,3,True,False
3012,1,246,4,4,4,4,False,False
3013,1,40,1,1,0,-,False,False
3014,1,76,2,2,1,1,True,True
3015,1,202,4,3,4,5,True,False
3016,1,60,2,1,1,1,True,True
3017,1,65,2,2,2,2,True,True
3018,1,142,3,4,3,2,True,False
3019,1,200,3,4,2,10,True,False
3020,0,60,2,3,0,1,False,True
3021,1,58,2,2,1,3,True,False
3022,1,80,2,1,0,4,True,False
3023,1,201,4,3,2,7,True,False
3024,1,94,3,2,2,3,True,False
3025,1,410,5,7,3,-,True,True
3026,0,87,4,2,2,4,True,False
3027,1,190,3,2,1,3,True,False
3028,1,45,1,1,0,3,True,True
3029,1,254,3,5,4,18,True,False
3030,1,145,4,4,3,15,True,False
3031,1,82,3,2,2,19,False,False
3032,1,360,4,5,2,4,True,False
3033,1,25,1,1,0,1,False,False
3034,0,145,3,2,2,6,False,False
3035,1,95,2,3,2,14,True,True
3036,1,60,2,2,2,20,True,False
3037,0,37,1,1,1,7,False,False
3038,1,50,2,1,1,3,True,True
3039,1,100,2,1,1,-,False,False
3040,1,167,3,2,1,7,True,False
3041,1,240,4,4,1,-,True,False
3042,1,20,1,1,0,3,False,False
3043,1,160,3,3,2,-,True,False
3044,1,100,1,2,2,3,False,False
3045,1,63,2,2,2,10,False,True
3046,1,73,2,2,1,14,True,False
3047,1,67,2,1,1,3,False,False
3048,1,134,2,2,1,7,False,True
3049,1,150,2,2,1,-,True,False
3050,1,300,3,5,4,-,True,False
3051,1,197,3,4,3,12,True,False
3052,0,53,2,1,1,-,True,False
3053,0,136,3,2,1,6,True,False
3054,0,150,3,4,2,9,True,False
3055,1,40,1,1,1,2,True,False
3056,1,300,4,4,5,11,True,False
3057,1,250,4,3,4,-,True,False
3058,1,80,2,1,0,1,True,True
3059,1,109,1,1,2,5,False,True
3060,0,47,1,1,0,3,False,False
3061,0,72,3,3,1,10,False,False
3062,1,35,1,1,0,-,False,False
3063,1,200,4,2,1,-,False,False
3064,1,20,1,1,0,-,False,False
3065,1,49,2,1,1,15,True,False
3066,1,213,2,2,3,-,True,False
3067,1,110,3,3,1,10,True,True
3068,1,40,1,1,0,-,False,False
3069,1,38,1,1,0,1,True,False
3070,1,40,1,1,1,10,True,True
3071,1,188,3,3,3,4,True,True
3072,1,90,1,1,1,13,True,False
3073,0,415,4,4,6,1,True,False
3074,1,500,3,2,8,-,True,False
3075,0,135,3,2,1,7,True,True
3076,1,130,2,2,2,-,True,False
3077,1,90,1,2,2,9,True,True
3078,1,79,1,2,2,25,False,True
3079,1,160,3,3,0,-,False,False
3080,1,130,3,2,2,-,True,True
3081,1,256,3,5,4,13,True,True
3082,1,70,2,1,1,7,False,False
3083,1,220,4,2,2,3,False,False
3084,1,35,1,1,0,1,False,False
3085,1,73,3,2,2,1,True,False
3086,1,180,3,3,1,14,True,False
3087,1,45,1,1,1,3,True,True
3088,1,260,2,2,2,-,False,False
3089,1,44,1,1,0,1,True,False
3090,1,60,2,2,1,11,False,True
3091,1,101,3,3,2,16,True,True
3092,1,28,1,1,0,-,False,True
3093,1,38,1,1,1,16,True,True
3094,0,103,3,2,1,9,False,False
3095,1,126,4,3,2,4,False,False
3096,1,70,3,2,1,7,True,False
3097,1,60,1,2,0,-,True,False
3098,0,80,3,1,1,1,True,False
3099,1,97,3,2,2,2,False,False
3100,1,287,3,4,4,-,True,True
3101,1,300,4,2,4,27,True,False
3102,1,470,4,5,4,-,True,True
3103,1,70,2,1,0,-,True,False
3104,1,320,3,5,0,10,False,False
3105,1,50,1,1,1,4,True,True
3106,0,70,2,1,0,2,True,False
3107,1,380,4,7,7,15,True,False
3108,1,170,3,3,3,8,True,True
3109,1,55,2,1,1,11,True,True
3110,1,100,2,1,1,-,True,False
3111,1,160,3,3,2,8,True,False
3112,1,240,4,5,4,2,True,True
3113,1,180,4,4,4,68,True,False
3114,1,150,2,3,1,25,True,True
3115,1,49,2,1,1,13,True,False
3116,1,125,3,3,1,6,True,True
3117,1,59,2,1,1,9,True,False
3118,1,145,3,3,1,5,True,True
3119,1,70,1,1,0,-,False,False
3120,1,217,4,4,3,3,True,True
3121,1,178,3,4,4,6,True,True
3122,1,95,3,2,1,7,True,False
3123,1,102,3,3,2,9,True,False
3124,1,80,2,2,1,-,False,False
3125,1,212,3,3,2,17,True,False
3126,1,34,1,1,1,15,False,True
3127,1,300,4,4,4,3,True,False
3128,1,220,3,4,3,12,True,True
3129,1,54,1,1,0,8,True,True
3130,1,65,2,1,1,12,True,True
3131,1,45,1,1,0,-,True,False
3132,1,26,1,1,1,3,True,True
3133,1,52,2,2,1,4,False,False
3134,1,32,1,1,0,9,True,False
3135,1,130,2,1,0,1,True,False
3136,1,23,1,1,0,23,True,False
3137,1,200,3,2,3,-,True,False
3138,1,157,3,2,0,7,True,False
3139,1,130,3,2,1,2,False,False
3140,1,82,2,2,0,3,False,False
3141,1,100,1,1,0,-,True,True
3142,1,845,5,9,6,-,True,True
3143,1,70,2,2,1,2,True,False
3144,1,100,2,3,1,11,True,True
3145,1,110,2,1,0,8,True,False
3146,0,46,1,1,1,10,True,False
3147,1,250,3,4,2,-,True,False
3148,1,27,1,1,1,6,True,False
3149,1,140,3,3,1,2,True,True
3150,1,77,2,1,1,5,True,False
3151,1,550,4,5,5,-,True,False
3152,1,50,2,1,1,8,True,False
3153,1,42,1,1,1,17,False,True
3154,1,420,5,6,3,13,True,False
3155,1,203,3,3,4,3,True,False
3156,1,180,2,2,2,-,True,True
3157,1,270,3,4,4,4,True,True
3158,1,180,3,3,2,1,True,False
3159,1,24,2,2,1,13,True,False
3160,1,62,2,1,1,7,True,False
3161,1,85,2,2,2,5,False,False
3162,1,120,3,2,2,19,True,True
3163,0,47,2,1,1,4,True,False
3164,0,180,3,2,1,11,True,False
3165,1,216,4,4,3,3,False,True
3166,1,300,5,6,4,-,True,False
3167,1,226,3,3,0,-,True,True
3168,1,70,1,1,0,-,False,False
3169,0,100,2,2,0,-,True,False
3170,1,23,1,1,0,23,True,False
3171,1,600,4,3,3,1,True,False
3172,0,550,3,7,8,-,True,False
3173,1,30,1,1,0,2,False,False
3174,1,126,4,2,2,4,True,False
3175,1,340,4,4,0,-,True,False
3176,1,239,4,4,4,15,True,False
3177,1,50,1,1,1,25,True,True
3178,1,600,4,4,4,9,True,False
3179,0,63,1,1,0,6,True,True
3180,1,62,2,1,1,12,False,True
3181,0,202,3,2,4,-,True,False
3182,1,275,4,5,4,1,True,False
3183,1,44,1,1,1,9,True,True
3184,1,69,2,1,1,5,True,False
3185,1,48,1,1,2,15,False,True
3186,1,90,3,2,1,4,True,False
3187,1,140,3,2,2,13,False,False
3188,1,100,1,2,2,13,True,True
3189,1,242,5,3,2,-,True,False
3190,1,130,3,4,3,7,True,False
3191,1,47,1,1,1,8,False,False
3192,1,100,2,3,2,7,True,True
3193,1,88,2,4,2,8,True,False
3194,1,20,1,1,0,3,True,True
3195,1,40,1,1,0,-,False,False
3196,1,43,1,1,1,5,False,False
3197,1,100,3,2,0,14,True,False
3198,1,110,3,2,2,2,True,False
3199,1,25,1,1,0,-,False,False
3200,1,48,2,1,0,8,False,False
3201,1,130,3,3,4,9,False,False
3202,1,23,1,1,0,23,True,False
3203,1,62,3,1,1,8,True,False
3204,1,38,1,1,0,-,False,False
3205,1,100,1,2,2,11,True,False
3206,1,190,3,3,2,-,True,True
3207,1,37,1,1,0,6,True,False
3208,1,240,3,4,5,9,True,False
3209,1,120,3,2,2,5,True,False
3210,1,130,3,2,2,1,True,True
3211,1,80,3,1,1,10,False,True
3212,0,80,1,1,1,7,True,False
3213,1,58,2,1,0,16,False,True
3214,1,110,2,2,1,6,False,False
3215,1,40,1,1,1,7,True,False
3216,1,362,4,5,2,-,True,False
3217,1,412,3,5,6,21,True,False
3218,1,160,3,3,4,3,True,False
3219,1,55,2,1,0,5,True,True
3220,1,200,3,4,4,-,True,False
3221,1,165,3,2,3,16,True,False
3222,1,65,2,1,0,-,True,False
3223,0,230,3,5,4,6,True,False
3224,1,86,2,1,1,1,True,False
3225,1,122,3,2,1,17,True,False
3226,1,51,2,1,1,-,True,False
3227,1,94,3,2,2,1,True,False
3228,0,80,2,2,1,5,True,False
3229,1,85,2,2,0,17,True,True
3230,1,130,3,2,1,9,False,False
3231,1,23,1,1,0,23,True,False
3232,1,60,1,1,0,-,True,False
3233,1,75,1,2,0,4,True,False
3234,1,55,3,1,1,7,True,True
3235,1,240,3,4,3,8,True,False
3236,1,119,3,2,1,7,True,False
3237,1,278,4,3,3,3,True,False
3238,1,69,3,2,1,8,True,False
3239,0,100,2,2,1,11,True,False
3240,1,55,2,1,1,9,False,False
3241,1,76,2,1,0,2,True,False
3242,1,200,3,4,3,19,True,True
3243,0,86,2,2,1,2,True,False
3244,1,87,2,2,1,11,True,False
3245,1,80,2,1,2,-,True,False
3246,1,57,2,1,1,7,True,False
3247,0,35,1,1,0,8,True,False
3248,1,60,2,1,1,6,True,False
3249,1,180,2,1,0,-,True,False
3250,0,45,1,1,1,2,True,False
3251,1,320,8,4,0,-,True,False
3252,1,350,5,4,3,16,True,False
3253,1,67,2,1,0,3,True,False
3254,1,178,3,3,3,8,True,True
3255,0,54,2,1,1,3,True,False
3256,1,50,1,1,0,-,True,False
3257,1,450,4,5,7,-,True,True
3258,0,138,3,4,3,16,True,False
3259,1,129,3,4,3,6,True,True
3260,1,118,3,3,2,17,True,True
3261,1,340,4,5,4,2,False,True
3262,1,383,4,5,6,-,True,False
3263,1,13,1,1,0,1,True,False
3264,1,167,3,2,1,14,True,True
3265,1,399,3,5,4,21,True,False
3266,0,46,1,1,1,4,False,True
3267,1,74,3,2,2,15,True,False
3268,1,800,5,4,8,-,True,False
3269,1,180,3,4,3,15,True,False
3270,1,180,3,3,1,8,False,False
3271,1,303,4,5,1,-,True,True
3272,1,45,1,1,1,2,False,True
3273,1,220,3,2,2,13,True,False
3274,0,70,2,1,1,7,True,False
3275,1,101,2,3,1,9,False,True
3276,1,72,2,1,1,7,True,False
3277,0,200,3,4,2,4,False,False
3278,1,250,3,2,1,2,True,False
3279,1,126,2,1,0,-,True,False
3280,1,290,3,3,2,-,True,True
3281,1,166,2,1,5,-,True,True
3282,1,133,3,2,0,6,True,False
3283,1,208,3,4,3,1,True,False
3284,1,178,3,3,0,17,True,False
3285,1,49,2,1,1,5,True,False
3286,1,42,1,1,1,6,True,True
3287,1,236,3,4,5,-,True,False
3288,1,50,1,1,0,-,True,False
3289,1,45,1,1,0,3,True,False
3290,1,60,1,1,1,8,True,False
3291,1,180,3,2,2,3,True,False
3292,1,68,2,2,1,14,True,False
3293,1,35,1,1,0,4,True,False
3294,1,170,3,3,4,4,True,False
3295,1,101,3,2,2,12,True,False
3296,1,35,1,1,0,2,False,True
3297,1,155,4,5,3,3,False,False
3298,1,213,3,4,3,2,True,False
3299,1,110,2,3,3,-,True,False
3300,1,70,2,1,1,8,False,False
3301,0,44,1,1,0,7,True,False
3302,1,73,2,2,1,16,True,False
3303,1,285,4,5,4,6,True,True
3304,1,40,1,1,0,-,False,False
3305,1,330,5,6,2,11,True,False
3306,1,140,3,3,2,12,False,False
3307,1,120,3,4,3,4,True,False
3308,1,60,3,2,1,-,True,True
3309,1,311,3,6,4,23,False,True
3310,1,92,2,2,0,2,True,False
3311,1,380,3,3,4,-,True,True
3312,1,69,2,2,2,8,True,True
3313,1,60,2,2,1,1,True,False
3314,0,85,3,1,2,9,True,False
3315,1,140,4,2,1,8,True,True
3316,1,50,2,1,1,14,True,False
3317,1,25,1,1,0,1,False,False
3318,1,250,3,1,0,-,True,False
3319,1,178,3,3,4,12,False,True
3320,1,145,3,3,2,2,True,False
3321,1,36,1,1,0,2,True,True
3322,0,144,4,3,2,13,True,False
3323,1,70,2,1,0,-,True,False
3324,1,30,1,1,0,12,True,True
3325,1,53,2,2,1,15,True,False
3326,0,350,4,6,6,-,True,False
3327,1,30,1,1,0,2,False,False
3328,1,17,1,1,0,2,True,False
3329,1,200,3,3,1,5,True,False
3330,1,100,2,1,0,-,True,False
3331,1,127,3,2,1,10,True,False
3332,1,58,2,1,0,13,True,False
3333,1,25,1,1,0,2,False,False
3334,0,92,3,2,3,17,True,False
3335,1,320,3,4,4,5,True,True
3336,0,82,1,1,1,-,True,False
3337,1,65,2,2,1,12,False,True
3338,1,80,2,1,0,-,True,False
3339,1,50,1,1,1,12,False,True
3340,1,50,2,1,1,8,True,False
3341,1,20,1,1,0,9,True,True
3342,0,164,3,2,2,-,True,False
3343,1,260,4,5,5,3,True,True
3344,1,40,1,1,0,-,True,False
3345,0,200,3,3,3,-,True,False
3346,1,22,1,1,0,26,True,False
3347,1,390,3,3,2,1,False,False
3348,1,141,3,3,2,-,True,False
3349,1,55,2,2,1,5,True,False
3350,1,55,2,1,1,11,True,False
3351,0,300,3,3,4,-,True,False
3352,0,96,2,3,2,8,False,False
3353,1,100,3,2,1,-,True,False
3354,1,50,2,1,1,1,True,False
3355,0,250,2,1,6,-,True,False
3356,0,74,3,2,1,17,True,False
3357,1,62,2,2,1,9,True,True
3358,1,70,1,1,0,4,False,False
3359,1,18,1,1,0,-,True,False
3360,1,80,2,2,2,-,True,True
3361,0,62,2,1,2,7,True,False
3362,0,77,3,1,0,-,True,False
3363,1,86,2,1,1,12,True,False
3364,1,56,2,2,2,1,True,False
3365,1,69,2,1,0,4,True,False
3366,1,126,3,2,2,13,True,False
3367,1,70,2,1,1,8,True,False
3368,1,205,3,3,4,-,True,False
3369,1,70,2,1,1,7,True,False
3370,1,130,2,2,2,3,True,False
3371,1,63,2,2,1,-,True,False
3372,1,36,1,1,0,11,True,False
3373,1,102,3,3,0,7,True,False
3374,1,49,1,1,1,3,False,False
3375,1,360,3,5,3,14,False,False
3376,1,16,1,1,0,6,False,False
3377,1,120,2,3,1,15,False,True
3378,0,330,4,6,6,-,True,True
3379,1,40,1,1,0,1,False,False
3380,1,188,3,3,1,4,False,True
3381,1,700,4,7,8,-,True,False
3382,1,105,1,1,2,29,False,False
3383,1,230,5,5,3,-,True,False
3384,1,60,2,1,1,3,True,False
3385,1,70,2,1,1,-,True,False
3386,0,55,2,1,1,3,True,False
3387,1,100,3,3,2,13,True,False
3388,1,270,3,4,0,1,True,False
3389,1,36,1,1,1,9,True,True
3390,1,105,2,2,2,8,True,False
3391,1,120,2,1,1,-,True,False
3392,1,16,1,1,0,1,False,False
3393,1,300,4,4,4,12,True,False
3394,1,115,2,2,1,18,True,True
3395,1,67,1,2,1,12,True,True
3396,1,100,2,1,0,-,False,False
3397,1,320,4,4,8,-,True,False
3398,1,77,2,1,0,3,True,False
3399,1,270,3,4,2,6,True,False
3400,0,104,2,3,2,1,True,True
3401,1,70,2,1,1,7,True,True
3402,1,68,1,1,0,3,True,False
3403,1,410,4,5,5,1,True,False
3404,1,60,1,1,0,3,False,False
3405,1,270,3,2,4,21,True,False
3406,1,65,2,1,1,3,True,False
3407,1,100,2,1,3,-,False,False
3408,1,250,3,4,2,10,True,False
3409,1,119,3,3,1,4,False,True
3410,1,394,4,6,4,23,True,True
3411,0,660,5,5,4,-,True,False
3412,1,40,1,1,0,3,True,False
3413,1,60,3,1,1,15,True,True
3414,1,240,3,2,2,17,False,False
3415,1,180,3,1,1,18,True,False
3416,1,400,4,4,4,-,True,False
3417,1,250,3,4,3,4,True,False
3418,0,60,2,1,0,1,True,False
3419,0,77,2,2,1,9,True,False
3420,1,154,4,3,3,21,True,False
3421,1,250,3,3,2,-,False,False
3422,0,450,4,5,4,-,True,True
3423,1,179,3,3,0,9,False,True
3424,1,400,5,5,4,-,True,False
3425,1,102,2,1,0,1,True,False
3426,1,45,2,2,0,-,False,False
3427,1,90,1,2,2,13,False,True
3428,1,230,3,3,3,7,True,False
3429,1,220,2,4,2,-,True,True
3430,1,58,1,2,1,5,True,False
3431,0,67,2,2,2,12,True,False
3432,1,113,3,2,1,6,True,False
3433,1,111,3,4,3,1,True,False
3434,1,50,2,1,1,1,True,False
3435,1,54,2,1,1,11,False,True
3436,1,300,5,5,2,-,True,False
3437,1,65,2,2,1,6,True,False
3438,1,80,2,2,2,-,False,False
3439,1,50,2,1,1,11,True,False
3440,1,35,1,1,1,1,True,False
3441,1,200,3,2,1,-,False,False
3442,0,43,1,1,1,5,True,False
3443,1,41,1,1,0,12,True,False
3444,1,63,1,1,1,9,False,True
3445,1,190,4,4,3,11,True,True
3446,1,500,4,4,4,-,True,False
3447,1,73,3,2,1,9,True,False
3448,0,104,3,1,0,3,False,False
3449,1,35,1,1,0,-,True,False
3450,1,120,2,2,2,-,True,False
3451,1,55,2,3,2,-,True,False
3452,1,240,2,1,5,-,True,False
3453,1,400,4,5,3,3,True,True
3454,1,200,2,3,1,10,True,False
3455,1,40,1,1,1,1,False,True
3456,1,68,2,1,0,12,True,False
3457,1,150,2,3,0,-,True,False
3458,1,50,2,1,1,8,True,False
3459,0,113,3,2,2,11,True,False
3460,1,88,2,2,2,1,False,True
3461,1,90,3,2,3,1,True,False
3462,1,350,3,3,8,-,True,False
3463,1,340,4,6,4,-,True,True
3464,1,86,2,1,1,9,False,False
3465,1,216,4,3,0,17,True,True
3466,1,170,4,5,3,14,True,True
3467,1,400,3,3,6,-,True,False
3468,0,77,2,1,1,7,True,True
3469,0,350,4,5,4,-,True,False
3470,1,145,4,2,2,-,True,False
3471,1,180,4,1,1,13,True,False
3472,1,144,4,2,2,6,True,False
3473,1,60,2,1,1,3,True,False
3474,1,220,4,3,0,3,True,False
3475,1,60,2,1,1,8,True,True
3476,1,165,3,1,2,-,True,False
3477,1,400,5,6,4,15,True,False
3478,1,77,3,2,1,1,True,False
3479,1,215,3,4,4,-,True,False
3480,0,78,3,2,2,3,True,False
3481,1,96,2,2,2,12,True,False
3482,1,400,4,5,4,13,True,True
3483,1,120,3,2,2,5,False,False
3484,1,53,2,1,1,8,True,True
3485,1,70,2,1,0,1,True,False
3486,1,100,3,3,0,5,True,False
3487,0,69,2,1,1,2,True,False
3488,1,25,1,1,0,-,False,False
3489,1,68,3,2,1,3,True,True
3490,1,30,1,1,1,10,True,True
3491,1,156,2,4,2,11,True,False
3492,1,33,1,1,0,12,False,True
3493,1,205,3,5,1,8,True,False
3494,1,79,2,3,1,14,True,False
3495,1,70,3,2,1,4,True,True
3496,1,40,1,1,0,8,False,False
3497,0,438,5,4,0,-,True,False
3498,1,30,1,1,0,-,False,False
3499,1,212,3,5,3,7,True,False
3500,1,32,1,1,0,3,True,False
3501,1,269,4,4,5,21,True,True
3502,1,63,2,1,1,5,True,False
3503,1,39,1,1,0,10,True,True
3504,1,200,3,2,3,3,True,False
3505,1,290,3,3,1,5,True,False
3506,1,30,1,1,1,18,False,False
3507,1,176,4,5,0,1,True,True
3508,1,77,2,2,1,6,True,False
3509,1,47,1,1,0,2,True,False
3510,1,135,3,2,0,3,True,False
3511,1,108,2,3,2,-,True,False
3512,1,212,4,3,2,17,True,False
3513,1,140,2,4,1,11,True,False
3514,0,51,2,1,1,1,False,False
3515,1,42,1,1,1,9,True,True
3516,1,108,3,3,3,11,True,True
3517,0,53,1,1,0,6,True,False
3518,1,254,3,3,3,11,True,True
3519,0,67,3,1,1,1,False,False
3520,1,50,2,1,1,1,True,False
3521,1,115,4,4,3,2,True,False
3522,0,70,2,1,1,-,False,False
3523,1,140,3,4,2,6,True,False
3524,1,156,2,3,2,8,True,True
3525,1,295,4,4,4,21,True,False
3526,1,42,1,1,1,5,True,False
3527,1,480,4,5,2,-,True,True
3528,1,65,1,2,2,3,False,True
3529,1,220,4,5,3,9,True,False
3530,1,57,2,1,2,8,True,False
3531,1,170,3,3,0,10,True,False
3532,0,55,1,1,1,2,True,False
3533,1,117,4,5,4,16,True,False
3534,1,280,5,2,1,-,True,False
3535,1,140,4,3,2,10,True,False
3536,1,57,2,2,0,9,True,False
3537,1,200,3,4,2,-,True,False
3538,1,35,1,1,0,1,False,False
3539,0,30,1,1,0,15,True,False
3540,1,42,1,1,0,9,True,True
3541,0,69,2,1,1,7,False,False
3542,1,60,2,1,1,7,True,False
3543,1,253,3,5,5,9,True,False
3544,1,220,4,5,2,-,True,False
3545,1,127,2,3,2,1,True,True
3546,1,85,3,2,1,10,True,True
3547,1,470,4,6,3,-,True,False
3548,1,124,3,3,2,16,True,False
3549,1,100,2,2,0,-,False,False
3550,1,60,2,2,1,11,True,False
3551,1,57,1,1,0,10,False,False
3552,1,54,1,1,1,20,True,True
3553,1,84,3,1,1,6,True,False
3554,1,360,3,4,1,10,True,False
3555,1,51,2,1,0,12,True,True
3556,1,119,2,2,0,5,True,False
3557,1,70,2,1,0,-,False,False
3558,1,100,3,3,2,3,False,False
3559,1,100,2,1,0,4,True,False
3560,1,79,2,1,1,3,True,False
3561,1,220,3,4,3,2,False,False
3562,1,100,3,1,0,-,True,False
3563,1,108,3,3,2,2,True,False
3564,1,230,2,1,8,-,True,False
3565,1,103,3,3,2,3,True,True
3566,1,90,3,2,2,2,True,False
3567,1,220,4,4,2,10,True,False
3568,1,125,3,2,2,11,True,False
3569,1,54,1,1,1,8,True,False
3570,1,300,5,5,3,-,True,False
3571,1,280,3,5,3,-,True,False
3572,1,45,2,2,0,-,False,False
3573,0,60,3,1,1,5,False,False
3574,1,100,2,2,1,15,True,False
3575,1,40,1,1,1,10,True,False
3576,1,160,3,2,1,10,False,False
3577,1,41,2,1,0,1,True,False
3578,1,350,5,3,6,-,True,False
3579,1,300,3,3,3,-,True,False
3580,1,89,2,2,2,20,True,True
3581,1,325,4,5,7,-,True,True
3582,1,170,2,2,5,-,True,False
3583,1,520,4,6,4,-,True,False
3584,1,480,4,6,5,9,True,False
3585,1,45,1,1,1,2,True,False
3586,1,89,3,1,1,2,True,False
3587,1,108,3,2,2,12,False,False
3588,0,48,2,1,0,5,True,False
3589,1,160,3,2,2,18,True,True
3590,1,160,2,3,3,-,True,False
3591,1,100,4,3,2,2,True,False
3592,1,75,3,2,1,21,True,False
3593,1,215,4,4,3,6,True,False
3594,1,125,3,4,1,2,True,False
3595,1,94,3,2,3,5,True,False
3596,1,60,2,1,1,8,True,False
3597,1,66,2,1,1,10,False,True
3598,1,300,4,5,4,-,True,False
3599,1,102,3,3,2,12,True,False
3600,1,462,7,2,3,-,False,False
3601,0,51,2,1,2,13,False,False
3602,1,120,3,3,2,-,True,False
3603,1,35,1,1,1,10,False,True
3604,1,229,4,2,3,2,True,True
3605,1,530,4,5,6,-,False,False
3606,0,74,3,1,1,3,True,False
3607,1,96,2,1,1,2,True,False
3608,1,181,4,5,3,5,True,False
3609,1,38,1,1,1,1,True,False
3610,1,260,2,3,4,-,True,False
3611,1,126,3,2,0,1,True,False
3612,1,98,1,2,2,4,False,True
3613,1,220,4,3,3,20,True,True
3614,1,164,3,2,2,6,True,False
3615,1,50,1,1,1,3,False,True
3616,0,55,2,1,1,1,True,False
3617,0,300,4,4,3,2,True,False
3618,1,40,1,1,1,1,True,False
3619,1,68,2,1,1,8,True,False
3620,1,220,2,2,3,-,True,False
3621,1,270,2,3,4,-,True,False
3622,1,255,3,4,4,9,True,True
3623,1,49,1,1,1,10,False,False
3624,1,300,3,3,5,-,True,False
3625,1,300,4,5,2,6,True,True
3626,1,38,2,1,0,5,True,True
3627,1,150,3,3,3,11,True,False
3628,0,200,3,2,3,-,True,False
3629,1,427,4,6,4,13,True,False
3630,1,75,3,1,1,2,True,True
3631,1,150,3,3,2,-,True,False
3632,1,300,3,1,2,-,True,False
3633,1,220,3,2,1,-,True,False
3634,1,213,3,5,5,10,True,False
3635,1,320,4,6,4,4,True,False
3636,1,84,3,2,1,3,False,True
3637,1,75,2,1,0,-,False,True
3638,1,57,2,1,0,4,True,False
3639,1,16,1,1,0,1,False,False
3640,0,72,2,2,1,7,True,False
3641,1,140,3,4,2,11,True,True
3642,0,80,2,2,1,8,True,True
3643,1,170,3,3,3,7,True,False
3644,1,67,3,1,1,9,True,False
3645,1,79,2,1,0,-,True,False
3646,1,170,3,3,3,-,True,False
3647,1,120,3,2,1,6,True,False
3648,0,206,3,2,3,15,True,False
3649,1,249,3,3,1,9,True,True
3650,1,120,4,4,2,5,True,False
3651,0,260,3,4,4,-,True,False
3652,0,120,2,1,0,3,True,False
3653,1,400,4,6,4,-,True,False
3654,1,165,3,1,3,-,True,False
3655,1,55,2,1,1,6,False,False
3656,1,75,3,2,2,12,False,True
3657,0,402,4,5,2,-,True,True
3658,0,58,2,1,1,2,True,False
3659,1,50,1,1,0,-,False,False
3660,1,60,4,4,1,5,True,False
3661,1,280,4,5,4,18,False,False
3662,1,214,4,4,3,5,True,False
3663,1,110,3,1,0,-,True,False
3664,1,35,1,2,1,3,False,True
3665,1,320,3,3,8,-,True,False
3666,1,50,1,1,0,1,True,False
3667,1,128,3,3,0,3,True,True
3668,1,70,2,1,1,1,True,False
3669,1,277,3,2,1,11,True,False
3670,1,200,4,4,3,9,True,True
3671,1,70,2,2,1,1,True,False
3672,1,50,1,1,1,3,True,False
3673,1,130,3,3,2,3,True,False
3674,1,600,6,5,5,-,True,True
3675,1,135,3,3,0,1,False,False
3676,1,27,1,1,0,5,False,False
3677,1,197,3,1,2,-,True,False
3678,1,400,10,5,8,-,True,False
3679,0,92,3,2,3,1,True,True
3680,1,119,3,3,1,8,False,True
3681,1,16,1,1,0,2,True,False
3682,1,45,2,1,1,8,True,False
3683,1,57,2,1,1,5,True,True
3684,1,22,1,1,0,5,True,False
3685,1,116,3,2,2,5,True,False
3686,1,33,1,1,0,3,True,False
3687,0,250,4,4,0,-,True,False
3688,1,128,2,3,2,1,True,False
3689,1,58,2,2,0,2,True,False
3690,1,105,3,2,2,6,True,False
3691,1,41,1,1,1,3,True,True
3692,1,90,3,1,1,1,True,False
3693,1,100,3,3,2,2,False,False
3694,1,890,5,6,8,-,False,False
3695,1,180,3,4,3,5,True,True
3696,1,136,3,3,2,8,False,True
3697,1,175,1,3,2,19,False,True
3698,0,100,3,2,2,3,True,False
3699,1,65,2,2,1,9,True,False
3700,1,50,2,1,0,2,False,False
3701,1,105,3,3,1,5,True,False
3702,1,108,3,3,2,3,True,False
3703,1,55,1,1,0,1,False,False
3704,1,46,2,1,1,5,True,False
3705,1,71,3,4,0,-,True,False
3706,1,93,3,2,2,10,True,False
3707,1,60,2,2,1,11,True,True
3708,1,250,3,2,5,-,False,False
3709,1,150,3,3,2,3,True,True
3710,1,90,2,1,1,1,True,False
3711,1,140,3,3,3,7,False,False
3712,0,68,2,1,0,-,True,False
3713,1,530,4,5,6,-,True,False
3714,1,141,4,3,2,3,True,False
3715,1,44,2,1,0,3,True,False
3716,1,50,2,1,1,1,False,False
3717,1,216,3,5,0,14,False,True
3718,1,60,2,2,1,1,True,False
3719,1,20,1,1,0,-,True,False
3720,1,250,3,4,0,1,True,True
