,Condominio,Aluguel,IPTU,Seguro Incendio,Total,Cidade,Area
423,R$799,"R$1,900",R$182,R$25,"R$2,906",1,70
424,"R$1,300","R$4,800",R$250,R$61,"R$6,411",1,113
425,R$0,R$880,R$0,R$14,R$894,0,50
426,"R$3,000","R$6,500","R$1,091",R$83,"R$10,670",1,300
427,"R$1,306","R$5,000",R$250,R$64,"R$6,620",1,140
428,"R$3,700","R$8,550",R$400,R$109,"R$12,760",1,300
429,Sem info,"R$9,000",R$762,R$136,"R$9,898",1,350
430,Sem info,"R$1,700",R$82,R$26,"R$1,808",1,78
431,R$960,"R$4,200",R$218,R$54,"R$5,432",0,110
432,"R$5,785","R$14,000","R$2,647",R$178,"R$22,610",1,423
433,R$923,"R$3,182",R$0,R$14,"R$4,119",1,110
434,"R$1,540","R$4,800",R$242,R$61,"R$6,643",1,136
435,"R$1,091","R$1,700",R$72,R$22,"R$2,885",1,56
436,R$402,"R$2,800",R$68,R$36,"R$3,306",1,20
437,"R$1,900","R$2,900",R$400,R$37,"R$5,237",1,115
438,"R$2,000","R$12,500",R$279,R$159,"R$14,940",1,140
439,R$500,"R$1,400",R$11,R$18,"R$1,929",1,64
440,R$990,"R$2,500",R$42,R$32,"R$3,564",1,60
441,"R$1,477","R$2,800",R$45,R$36,"R$4,358",1,132
442,"R$1,250","R$4,000",R$750,R$51,"R$6,051",1,210
443,R$0,"R$5,080",R$284,R$77,"R$5,441",1,300
444,R$0,"R$3,300",R$108,R$50,"R$3,458",1,130
445,"R$1,289","R$4,430",R$522,R$57,"R$6,298",1,108
446,R$926,"R$3,005",R$203,R$10,"R$4,144",1,75
447,R$0,"R$4,500",R$150,R$68,"R$4,718",1,250
448,R$473,R$500,R$17,R$7,R$997,0,55
449,"R$1,260","R$2,950",R$450,R$38,"R$4,698",1,129
450,"R$2,100","R$6,600",R$375,R$84,"R$9,159",1,158
451,"R$1,200","R$3,248",R$384,R$42,"R$4,874",1,100
452,R$0,"R$7,450",R$167,R$112,"R$7,729",1,130
453,R$20,"R$1,200",R$25,R$19,"R$1,264",1,25
454,R$0,"R$9,265",R$525,R$140,"R$9,930",1,240
455,"R$2,200","R$3,300",R$559,R$42,"R$6,101",1,196
456,R$460,"R$3,300",R$157,R$42,"R$3,959",1,39
457,R$250,R$970,R$42,R$13,"R$1,275",0,46
458,R$0,"R$2,500",R$84,R$38,"R$2,622",1,120
459,"R$2,200","R$8,650",R$0,R$110,"R$10,960",1,270
460,R$0,"R$15,000","R$8,750",R$226,"R$23,980",1,700
461,Incluso,"R$5,000",R$590,R$76,"R$5,666",0,462
462,R$475,"R$3,150",R$0,R$23,"R$3,648",1,35
463,R$897,"R$3,500",R$0,R$45,"R$4,442",1,90
464,"R$1,400","R$1,760",R$383,R$23,"R$3,566",1,98
465,"R$1,236","R$4,200",R$251,R$54,"R$5,741",1,159
466,"R$1,830","R$7,000",R$495,R$89,"R$9,414",1,115
467,"R$3,000","R$11,000",R$142,R$140,"R$14,280",1,400
468,R$498,"R$1,317",R$25,R$17,"R$1,857",0,60
469,"R$3,300","R$8,000","R$1,000",R$102,"R$12,400",1,220
470,"R$1,500","R$2,099",R$250,R$27,"R$3,876",1,67
471,"R$1,700","R$4,500",R$573,R$58,"R$6,831",1,165
472,R$0,"R$3,000",R$0,R$39,"R$3,039",1,100
473,"R$1,317","R$2,576",R$230,R$10,"R$4,133",1,55
474,R$254,R$600,R$92,R$8,R$954,0,35
475,R$630,"R$3,700",R$0,R$47,"R$4,377",1,51
476,R$700,"R$1,250",R$150,R$16,"R$2,116",1,73
477,"R$5,800","R$5,500","R$1,500",R$70,"R$12,870",1,320
478,R$380,"R$2,300",R$100,R$30,"R$2,810",1,35
479,R$100,"R$1,600",R$0,R$21,"R$1,721",1,46
480,R$500,"R$6,000",R$500,R$91,"R$7,091",0,350
481,R$0,"R$14,000",R$834,R$178,"R$15,010",1,340
482,"R$1,590","R$1,899",R$198,R$5,"R$3,692",1,28
483,Sem info,"R$3,000",R$150,R$46,"R$3,196",1,125
484,R$560,"R$3,450",R$0,R$13,"R$4,023",1,44
485,R$900,"R$3,000",R$67,R$39,"R$4,006",1,95
486,"R$2,400","R$4,500",R$900,R$58,"R$7,858",1,310
487,R$100,"R$1,350",R$0,R$18,"R$1,468",1,48
488,R$0,"R$5,000","R$4,247",R$76,"R$9,323",1,30
489,R$550,R$580,R$43,R$8,"R$1,181",0,46
490,"R$1,650","R$7,400",R$0,R$94,"R$9,144",1,141
491,R$610,"R$1,600",R$89,R$21,"R$2,320",1,58
492,R$100,"R$1,350",R$0,R$18,"R$1,468",1,48
493,R$0,"R$15,000","R$1,917",R$226,"R$17,140",1,560
494,"R$1,350","R$5,500",R$200,R$70,"R$7,120",1,98
495,"R$7,000","R$12,500","R$3,084",R$159,"R$22,740",1,340
496,"R$2,900","R$9,350",R$917,R$119,"R$13,290",1,224
497,R$392,R$800,R$320,R$11,"R$1,523",0,50
498,"R$2,700","R$7,000","R$1,167",R$89,"R$10,960",1,250
499,"R$1,050","R$4,000",R$240,R$51,"R$5,341",1,100
500,R$0,"R$6,800",R$966,R$103,"R$7,869",1,600
501,R$967,"R$1,400",R$176,R$18,"R$2,561",0,114
502,R$500,"R$1,230",R$42,R$16,"R$1,788",0,67
503,"R$2,800","R$10,330",R$286,R$131,"R$13,550",1,160
504,R$993,"R$5,600",R$75,R$71,"R$6,739",1,130
505,R$987,"R$2,800",R$208,R$36,"R$4,031",1,114
506,Incluso,"R$1,450",R$0,R$19,"R$1,469",1,52
507,R$430,"R$2,300",R$0,R$30,"R$2,760",1,31
508,R$410,"R$2,500",R$0,R$32,"R$2,942",1,78
509,R$900,"R$5,700",R$212,R$73,"R$6,885",1,60
510,R$578,"R$2,390",R$0,R$31,"R$2,999",1,40
511,"R$1,663","R$4,500",R$584,R$58,"R$6,805",1,145
512,"R$1,910","R$6,900",R$500,R$88,"R$9,398",1,127
513,"R$2,870","R$10,000","R$1,119",R$127,"R$14,120",1,330
514,"R$1,500","R$1,800",R$252,R$23,"R$3,575",0,180
515,"R$1,250","R$3,500",R$209,R$45,"R$5,004",1,120
516,"R$2,100","R$2,200",R$223,R$28,"R$4,551",1,40
517,R$0,"R$2,400",R$0,R$37,"R$2,437",1,160
518,"R$1,150","R$2,800",R$184,R$36,"R$4,170",0,130
519,"R$1,257","R$2,950",R$195,R$38,"R$4,440",1,80
520,"R$1,480","R$2,800",R$413,R$36,"R$4,729",1,112
521,R$886,"R$1,500",R$0,R$20,"R$2,406",1,30
522,"R$1,200","R$4,500",R$750,R$58,"R$6,508",1,184
523,R$530,"R$2,500",R$0,R$32,"R$3,062",1,56
524,"R$1,300","R$3,000",R$248,R$39,"R$4,587",1,40
525,R$630,"R$1,800",R$25,R$23,"R$2,478",1,65
526,"R$1,400","R$3,500",R$600,R$45,"R$5,545",1,146
527,R$200,"R$1,299",R$84,R$17,"R$1,600",0,60
528,"R$1,970","R$9,000",R$900,R$115,"R$11,990",1,170
529,"R$3,033","R$2,890","R$1,398",R$37,"R$7,358",1,240
530,R$0,"R$6,500",R$500,R$98,"R$7,098",1,200
531,R$470,"R$1,550",R$70,R$20,"R$2,110",1,69
532,"R$3,300","R$6,000",R$679,R$77,"R$10,060",1,224
533,"R$1,200","R$4,500",R$417,R$58,"R$6,175",1,109
534,R$640,"R$2,300",R$93,R$30,"R$3,063",1,50
535,R$430,"R$1,290",R$47,R$17,"R$1,784",0,59
536,"R$2,200","R$15,000",R$959,R$191,"R$18,350",1,162
537,R$677,"R$1,100",R$63,R$14,"R$1,854",0,93
538,R$0,"R$6,960","R$2,084",R$105,"R$9,149",1,580
539,"R$3,400","R$5,500",R$870,R$70,"R$9,840",1,216
540,"R$1,200","R$3,850",R$130,R$49,"R$5,229",1,90
541,"R$4,200","R$7,225",R$642,R$92,"R$12,160",1,200
542,R$490,R$750,R$37,R$10,"R$1,287",0,55
543,R$552,"R$2,300",R$109,R$30,"R$2,991",1,40
544,R$930,"R$3,500",R$253,R$45,"R$4,728",1,87
545,Incluso,"R$1,600",R$25,R$25,"R$1,650",1,60
546,R$620,"R$1,825",R$0,R$24,"R$2,469",1,70
547,R$0,"R$4,619",R$559,R$70,"R$5,248",1,243
548,"R$1,980","R$6,000",R$317,R$77,"R$8,374",1,78
549,R$0,"R$1,300",R$80,R$20,"R$1,400",1,103
550,R$790,"R$1,750",R$3,R$23,"R$2,566",1,72
551,"R$1,859","R$8,000",R$566,R$102,"R$10,530",1,95
552,"R$1,836","R$4,200",R$543,R$54,"R$6,633",1,135
553,"R$4,364","R$3,200","R$2,506",R$41,"R$10,110",1,310
554,R$500,"R$2,565",R$59,R$33,"R$3,157",1,68
555,"R$4,350","R$6,593","R$1,830",R$84,"R$12,860",1,360
556,"R$6,000","R$15,000","R$3,334",R$191,"R$24,530",1,420
557,"R$2,075","R$4,320",R$391,R$55,"R$6,841",1,266
558,"R$1,650","R$7,800",R$890,R$99,"R$10,440",1,172
559,R$0,"R$7,500",R$459,R$113,"R$8,072",1,240
560,R$980,"R$4,500",R$0,R$58,"R$5,538",0,108
561,R$501,"R$1,800",R$0,R$23,"R$2,324",1,50
562,"R$3,515","R$4,400",R$775,R$56,"R$8,746",1,180
563,R$0,"R$4,000",R$455,R$61,"R$4,516",0,380
564,"R$1,551","R$2,500",R$495,R$32,"R$4,578",1,125
565,R$585,"R$1,395",R$0,R$6,"R$1,986",1,50
566,"R$4,529","R$14,000","R$1,410",R$178,"R$20,120",1,382
567,R$367,"R$1,700",R$84,R$22,"R$2,173",1,51
568,R$958,"R$2,700",R$0,R$35,"R$3,693",1,128
569,R$486,R$820,R$15,R$11,"R$1,332",0,51
570,R$370,R$500,R$10,R$7,R$887,0,45
571,Sem info,"R$14,000","R$1,167",R$211,"R$15,380",1,300
572,Incluso,"R$2,500",R$334,R$38,"R$2,872",1,180
573,"R$1,250","R$2,000",R$230,R$26,"R$3,506",1,120
574,"R$1,284","R$2,000",R$231,R$26,"R$3,541",1,87
575,"R$1,215","R$8,000",R$250,R$102,"R$9,567",1,116
576,"R$2,115","R$5,000",R$328,R$64,"R$7,507",1,200
577,R$0,"R$7,500","R$1,084",R$113,"R$8,697",1,556
578,R$800,"R$3,000",R$14,R$39,"R$3,853",0,62
579,"R$1,000","R$11,000",R$133,R$140,"R$12,270",1,63
580,"R$1,172","R$3,550",R$140,R$45,"R$4,907",1,96
581,R$885,"R$2,000",R$130,R$26,"R$3,041",1,61
582,"R$2,900","R$10,900","R$1,167",R$139,"R$15,110",1,266
583,R$490,"R$1,500",R$42,R$20,"R$2,052",0,48
584,R$350,"R$2,850",R$0,R$37,"R$3,237",1,33
585,"R$4,085","R$8,000",R$570,R$102,"R$12,760",1,150
586,R$0,"R$3,900",R$264,R$59,"R$4,223",1,175
587,R$780,"R$3,500",R$324,R$45,"R$4,649",1,108
588,"R$3,800","R$3,250","R$1,417",R$42,"R$8,509",1,100
589,R$600,"R$1,150",R$67,R$16,"R$1,833",1,81
590,R$257,"R$1,043",R$0,R$14,"R$1,314",1,29
591,R$694,"R$1,700",R$128,R$22,"R$2,544",1,60
592,R$520,"R$1,700",R$155,R$22,"R$2,397",1,70
593,"R$1,343","R$3,974",R$71,R$51,"R$5,439",1,130
594,R$589,"R$2,600",R$159,R$33,"R$3,381",1,83
595,R$0,"R$5,500",R$250,R$83,"R$5,833",1,320
596,R$670,R$640,R$200,R$9,"R$1,519",0,87
597,"R$2,300","R$6,500",R$30,R$83,"R$8,913",1,240
598,Incluso,"R$2,800",R$209,R$43,"R$3,052",1,108
599,"R$1,715","R$7,700",R$470,R$98,"R$9,983",1,160
600,"R$2,650","R$10,000",R$125,R$127,"R$12,900",1,178
601,"R$1,200","R$8,000",R$604,R$102,"R$9,906",1,116
602,R$650,"R$2,341",R$0,R$9,"R$3,000",1,82
603,R$862,"R$1,300",R$100,R$17,"R$2,279",1,72
604,"R$1,200","R$3,900",R$221,R$50,"R$5,371",1,160
605,"R$3,200","R$8,000","R$1,167",R$102,"R$12,470",1,230
606,R$631,"R$2,640",R$26,R$34,"R$3,331",1,60
607,R$390,"R$3,698",R$7,R$47,"R$4,142",1,50
608,R$678,"R$2,800",R$4,R$36,"R$3,518",1,79
609,R$565,"R$2,000",R$60,R$26,"R$2,651",0,94
610,R$0,"R$6,000",R$500,R$91,"R$6,591",1,200
611,R$750,"R$3,400",R$100,R$44,"R$4,294",1,60
612,"R$1,400","R$2,000",R$383,R$26,"R$3,809",1,98
613,R$670,"R$1,200",R$121,R$16,"R$2,007",0,75
614,"R$1,900","R$13,500",R$620,R$172,"R$16,190",1,190
615,R$150,"R$3,142",R$67,R$40,"R$3,399",1,20
616,R$450,R$500,R$14,R$7,R$971,0,46
617,R$0,"R$1,074",R$0,R$17,"R$1,091",1,22
618,R$768,"R$2,600",R$66,R$33,"R$3,467",1,49
619,"R$1,200","R$1,620",R$165,R$21,"R$3,006",0,105
620,"R$1,400","R$2,450",R$475,R$32,"R$4,357",1,140
621,"R$1,550","R$5,500",R$361,R$70,"R$7,481",1,127
622,R$0,"R$8,000",R$575,R$121,"R$8,696",1,200
623,R$600,"R$1,800",R$100,R$23,"R$2,523",1,100
624,R$1,"R$3,000",R$167,R$46,"R$3,214",1,200
625,"R$6,300","R$15,000","R$3,400",R$191,"R$24,890",1,300
626,R$20,"R$1,200",R$25,R$19,"R$1,264",1,25
627,"R$1,515","R$2,900",R$400,R$37,"R$4,852",1,160
628,R$90,"R$7,200",R$238,R$109,"R$7,637",1,145
629,R$700,"R$1,250",R$38,R$16,"R$2,004",0,62
630,R$432,R$991,R$36,R$13,"R$1,472",0,50
631,R$474,R$900,R$40,R$12,"R$1,426",0,74
632,R$0,"R$6,800",R$392,R$103,"R$7,295",1,190
633,R$870,"R$4,200",R$523,R$64,"R$5,657",0,326
634,"R$1,980","R$6,672",R$417,R$85,"R$9,154",1,240
635,R$0,"R$2,600",R$0,R$33,"R$2,633",1,40
636,"R$1,200","R$2,350",R$151,R$30,"R$3,731",1,42
637,R$0,"R$2,000",R$280,R$26,"R$2,306",1,90
638,R$850,"R$6,000",R$250,R$77,"R$7,177",1,84
639,R$500,"R$1,300",R$48,R$17,"R$1,865",1,70
640,"R$1,179","R$3,500",R$205,R$45,"R$4,929",1,110
641,"R$1,150","R$2,700",R$334,R$35,"R$4,219",1,110
642,R$900,"R$6,500",R$89,R$83,"R$7,572",1,90
643,R$0,"R$4,700",R$673,R$71,"R$5,444",0,308
644,R$764,"R$4,000",R$134,R$51,"R$4,949",1,61
645,"R$3,200","R$7,900",R$888,R$101,"R$12,090",0,400
646,"R$2,200","R$8,330",R$584,R$106,"R$11,220",1,320
647,R$650,"R$2,350",R$24,R$30,"R$3,054",1,50
648,R$1,"R$7,200",R$0,R$92,"R$7,293",1,80
649,R$450,"R$1,900",R$104,R$25,"R$2,479",1,44
650,R$0,"R$3,000",R$37,R$39,"R$3,076",1,130
651,R$0,"R$5,200",R$0,R$79,"R$5,279",1,400
652,"R$1,159","R$3,850",R$160,R$49,"R$5,218",1,130
653,R$900,"R$2,450",R$125,R$32,"R$3,507",1,96
654,"R$1,250","R$2,800",R$209,R$36,"R$4,295",1,57
655,R$0,"R$4,350",R$385,R$66,"R$4,801",1,240
656,"R$1,900","R$2,001",R$125,R$26,"R$4,052",1,30
657,R$602,"R$1,800",R$130,R$23,"R$2,555",1,20
658,R$60,R$900,R$42,R$12,"R$1,014",1,45
659,"R$2,000","R$12,750",R$873,R$162,"R$15,790",1,250
660,"R$2,300","R$7,000",R$100,R$89,"R$9,489",1,240
661,R$385,"R$2,100",R$40,R$27,"R$2,552",1,22
662,"R$2,400","R$4,150","R$1,417",R$53,"R$8,020",1,240
663,"R$1,890","R$12,000",R$917,R$153,"R$14,960",1,206
664,R$900,"R$2,450",R$125,R$32,"R$3,507",1,96
665,"R$1,800","R$2,000",R$0,R$26,"R$3,826",1,156
666,R$0,"R$8,300",R$816,R$125,"R$9,241",1,400
667,R$345,R$880,R$16,R$12,"R$1,253",0,60
668,R$335,R$761,R$0,R$10,"R$1,106",0,37
669,R$778,"R$1,200",R$84,R$16,"R$2,078",1,73
670,R$0,"R$7,000",R$459,R$106,"R$7,565",1,182
671,R$0,"R$4,500",R$542,R$68,"R$5,110",1,300
672,R$450,"R$1,590",R$0,R$21,"R$2,061",1,48
673,R$0,"R$12,000","R$5,834",R$181,"R$18,020",1,850
674,R$240,"R$2,250",R$170,R$29,"R$2,689",1,76
675,R$584,"R$2,300",R$50,R$30,"R$2,964",1,57
676,"R$1,300","R$3,000",R$0,R$39,"R$4,339",1,104
677,R$727,"R$2,000",R$24,R$26,"R$2,777",1,65
678,R$938,"R$2,050",R$75,R$26,"R$3,089",1,64
679,R$390,"R$3,300",R$120,R$42,"R$3,852",1,31
680,R$444,"R$3,507",R$124,R$45,"R$4,120",1,35
681,R$0,"R$13,000",R$500,R$196,"R$13,700",1,275
682,"R$3,800","R$12,000","R$2,709",R$153,"R$18,660",1,310
683,R$521,"R$3,120",R$165,R$12,"R$3,818",1,58
684,R$382,"R$2,300",R$3,R$30,"R$2,715",1,55
685,R$960,"R$3,300",R$109,R$42,"R$4,411",1,53
686,R$0,"R$1,100",R$30,R$14,"R$1,144",1,35
687,R$0,"R$3,581",R$134,R$54,"R$3,769",1,180
688,R$718,"R$1,443",R$0,R$5,"R$2,166",1,71
689,"R$1,600","R$3,400",R$250,R$44,"R$5,294",1,180
690,R$0,"R$15,000","R$5,470",R$226,"R$20,700",1,900
691,"R$1,600","R$3,500",R$234,R$45,"R$5,379",1,32
692,"R$1,450","R$8,500",R$450,R$108,"R$10,510",1,98
693,"R$2,192","R$4,000",R$413,R$51,"R$6,656",1,180
694,R$530,"R$1,800",R$0,R$23,"R$2,353",1,47
695,"R$1,746","R$2,500",R$134,R$32,"R$4,412",1,109
696,"R$3,000","R$13,100","R$1,325",R$166,"R$17,590",1,210
697,"R$1,296","R$3,500",R$125,R$45,"R$4,966",1,109
698,"R$1,040","R$2,400",R$330,R$31,"R$3,801",1,116
699,"R$1,370","R$2,500",R$264,R$32,"R$4,166",1,111
700,"R$1,100","R$8,950",R$0,R$114,"R$10,160",1,120
701,"R$1,700","R$6,700",R$660,R$85,"R$9,145",1,178
702,R$550,"R$1,700",R$95,R$22,"R$2,367",1,39
703,R$400,R$901,R$42,R$12,"R$1,355",1,59
704,"R$1,150","R$6,000",R$0,R$77,"R$7,227",1,54
705,R$233,"R$1,750",R$0,R$23,"R$2,006",1,35
706,"R$2,494","R$7,000","R$1,438",R$89,"R$11,020",1,244
707,R$0,"R$3,200",R$225,R$49,"R$3,474",1,170
708,R$0,"R$4,675",R$400,R$71,"R$5,146",1,300
709,R$399,"R$1,140",R$25,R$15,"R$1,579",1,35
710,Sem info,"R$6,000",R$42,R$91,"R$6,133",1,114
711,Sem info,"R$5,500",R$400,R$83,"R$5,983",1,300
712,"R$1,865","R$4,000",R$426,R$51,"R$6,342",1,166
713,R$574,"R$2,100",R$0,R$27,"R$2,701",1,90
714,R$0,"R$10,000",R$9,R$151,"R$10,160",1,100
715,R$300,R$700,R$100,R$9,"R$1,109",0,76
716,"R$2,450","R$7,000",R$437,R$89,"R$9,976",1,200
717,R$0,"R$2,000",R$147,R$31,"R$2,178",1,156
718,R$0,"R$2,540",R$19,R$39,"R$2,598",1,94
719,R$588,R$550,R$73,R$7,"R$1,218",0,53
720,R$800,"R$2,426",R$0,R$13,"R$3,239",1,85
721,R$520,"R$1,200",R$30,R$16,"R$1,766",1,50
722,"R$1,154","R$5,500",R$407,R$70,"R$7,131",1,127
723,R$0,"R$1,100",R$30,R$14,"R$1,144",1,35
724,R$0,"R$7,900","R$1,000",R$119,"R$9,019",1,370
725,R$600,"R$2,890",R$84,R$37,"R$3,611",0,70
726,R$0,"R$14,000","R$1,020",R$211,"R$15,230",1,700
727,R$800,"R$4,500",R$0,R$58,"R$5,358",1,79
728,R$700,"R$3,000",R$133,R$39,"R$3,872",1,46
729,R$0,"R$15,000","R$1,805",R$226,"R$17,030",1,300
730,R$500,"R$1,900",R$92,R$25,"R$2,517",1,62
731,R$0,"R$15,000",R$0,R$191,"R$15,190",1,296
732,R$220,R$700,R$65,R$9,R$994,1,40
733,R$800,"R$3,200",R$0,R$13,"R$4,178",1,52
734,R$400,"R$2,300",R$250,R$30,"R$2,980",1,58
735,R$834,"R$2,000",R$148,R$26,"R$3,008",0,123
736,R$275,"R$1,250",R$75,R$16,"R$1,616",0,80
737,"R$1,670","R$10,500",R$84,R$134,"R$12,390",1,170
738,"R$3,247","R$15,000","R$1,589",R$191,"R$20,030",1,260
739,R$760,"R$5,500",R$142,R$70,"R$6,472",1,90
740,"R$2,238","R$5,620",R$725,R$72,"R$8,655",1,190
741,R$400,"R$1,914",R$24,R$25,"R$2,363",1,40
742,R$0,"R$2,501",R$163,R$38,"R$2,702",1,120
743,R$740,"R$3,100",R$115,R$40,"R$3,995",1,57
744,R$270,R$870,R$9,R$12,"R$1,161",0,70
745,"R$2,100","R$5,391",R$569,R$22,"R$8,082",1,120
746,"R$1,323","R$7,500",R$468,R$96,"R$9,387",1,135
747,R$0,"R$10,120",R$475,R$153,"R$10,740",1,300
748,R$600,"R$1,300",R$0,R$17,"R$1,917",1,36
749,R$250,"R$1,305",R$0,R$17,"R$1,572",1,33
750,R$650,"R$2,800",R$209,R$36,"R$3,695",1,65
751,R$920,"R$1,700",R$0,R$22,"R$2,642",1,67
752,R$340,"R$2,500",R$79,R$32,"R$2,951",1,51
753,R$290,"R$2,500",R$0,R$32,"R$2,822",1,38
754,R$484,"R$1,800",R$135,R$23,"R$2,442",1,80
755,R$886,"R$8,850",R$0,R$113,"R$9,849",1,275
756,R$842,"R$2,000",R$95,R$26,"R$2,963",1,33
757,R$0,R$972,R$0,R$15,R$987,1,40
758,"R$2,270","R$4,675","R$1,110",R$60,"R$8,115",1,210
759,R$0,"R$4,500",R$414,R$68,"R$4,982",1,90
760,"R$3,500","R$15,000","R$1,417",R$191,"R$20,110",1,260
761,R$620,"R$3,500",R$92,R$45,"R$4,257",1,40
762,R$0,"R$2,500",R$0,R$21,"R$2,521",1,50
763,Sem info,"R$1,120",R$277,R$15,"R$1,412",0,50
764,R$942,"R$6,000",R$229,R$77,"R$7,248",1,68
765,Incluso,"R$2,060",R$0,R$27,"R$2,087",1,20
766,"R$2,143","R$5,800",R$371,R$74,"R$8,388",1,189
767,"R$2,184","R$6,500",R$858,R$83,"R$9,625",1,160
768,R$341,"R$1,503",R$0,R$6,"R$1,850",0,60
769,R$0,"R$4,500",R$259,R$68,"R$4,827",1,440
770,"R$1,900","R$8,880",R$875,R$113,"R$11,770",1,220
771,R$330,"R$2,070",R$0,R$27,"R$2,427",1,33
772,R$0,"R$8,850",R$958,R$134,"R$9,942",1,354
773,R$0,"R$4,800",R$50,R$73,"R$4,923",1,110
774,R$50,"R$2,000",R$0,R$31,"R$2,081",1,58
775,R$0,"R$12,000","R$2,592",R$181,"R$14,770",1,600
776,R$550,"R$1,200",R$0,R$16,"R$1,766",1,56
777,R$0,"R$1,250",R$100,R$19,"R$1,369",0,100
778,R$0,"R$15,000","R$1,084",R$226,"R$16,310",1,440
779,R$0,"R$7,500",R$459,R$113,"R$8,072",0,270
780,R$0,"R$1,450",R$0,R$22,"R$1,472",1,75
781,"R$3,800","R$10,000","R$1,167",R$127,"R$15,090",1,205
782,"R$6,500","R$3,400","R$1,125",R$44,"R$11,070",1,380
783,"R$1,715","R$6,000",R$594,R$77,"R$8,386",1,260
784,"R$1,308","R$4,500",R$630,R$58,"R$6,496",1,147
785,"R$1,000","R$3,000",R$50,R$39,"R$4,089",1,90
786,Incluso,R$650,R$0,R$10,R$660,1,40
787,R$602,"R$1,800",R$130,R$23,"R$2,555",1,20
788,R$0,"R$2,400",R$60,R$37,"R$2,497",1,80
789,"R$1,520","R$2,200",R$513,R$28,"R$4,261",1,147
790,R$0,"R$15,000","R$4,338",R$226,"R$19,560",1,750
791,"R$1,156","R$6,500",R$319,R$83,"R$8,058",1,109
792,"R$1,500","R$2,000",R$1,R$26,"R$3,527",1,200
793,"R$3,500","R$6,200",R$92,R$79,"R$9,871",1,272
794,"R$1,616","R$1,770",R$162,R$23,"R$3,571",1,96
795,R$700,"R$2,000",R$145,R$26,"R$2,871",0,92
796,R$763,"R$5,000",R$183,R$64,"R$6,010",1,36
797,"R$2,300","R$9,200","R$1,046",R$117,"R$12,660",1,212
798,R$399,"R$2,150",R$0,R$28,"R$2,577",1,23
799,"R$1,868","R$5,000",R$657,R$64,"R$7,589",1,216
800,"R$2,600","R$15,000","R$1,167",R$191,"R$18,960",1,360
801,"R$4,034","R$5,500",R$965,R$70,"R$10,570",1,278
802,R$700,"R$2,300",R$150,R$30,"R$3,180",1,68
803,R$602,"R$1,800",R$130,R$23,"R$2,555",1,20
804,R$0,"R$9,600","R$1,367",R$145,"R$11,110",1,350
805,R$832,"R$2,200",R$171,R$28,"R$3,231",0,80
806,"R$3,600","R$8,400",R$525,R$107,"R$12,630",1,330
807,"R$2,600","R$6,000",R$500,R$77,"R$9,177",1,250
808,"R$2,500","R$15,000","R$1,084",R$191,"R$18,780",1,250
809,"R$1,795","R$9,000",R$210,R$115,"R$11,120",1,164
810,R$317,"R$3,550",R$0,R$13,"R$3,880",1,66
811,R$0,"R$3,500",R$292,R$53,"R$3,845",1,240
812,R$600,"R$2,800",R$0,R$20,"R$3,420",1,50
813,Incluso,"R$1,200",R$38,R$19,"R$1,257",1,60
814,R$430,R$680,R$50,R$9,"R$1,169",0,50
815,"R$1,040","R$4,930",R$472,R$63,"R$6,505",1,127
816,"R$3,000","R$7,000",R$292,R$89,"R$10,380",1,180
817,"R$1,580","R$5,800",R$589,R$74,"R$8,043",1,230
818,R$473,R$550,R$14,R$7,"R$1,044",0,50
819,R$692,"R$1,900",R$90,R$25,"R$2,707",1,60
820,R$548,"R$2,200",R$0,R$16,"R$2,764",1,47
821,R$924,"R$2,400",R$117,R$31,"R$3,472",1,90
822,R$296,"R$1,826",R$30,R$24,"R$2,176",1,30
823,R$547,R$950,R$97,R$13,"R$1,607",0,76
824,"R$2,100","R$7,500",R$500,R$96,"R$10,200",1,110
825,R$0,"R$12,000","R$1,334",R$181,"R$13,520",1,450
826,R$320,"R$1,020",R$0,R$13,"R$1,353",1,43
827,R$760,"R$3,800",R$132,R$49,"R$4,741",1,60
828,"R$1,650","R$4,000",R$142,R$51,"R$5,843",1,150
829,"R$2,500","R$4,000",R$398,R$51,"R$6,949",1,65
830,R$461,"R$1,600",R$0,R$21,"R$2,082",1,72
831,R$0,"R$3,000",R$495,R$46,"R$3,541",1,120
832,"R$10,000","R$8,500",R$209,R$128,"R$18,840",1,800
833,"R$1,000","R$11,000",R$25,R$140,"R$12,170",1,82
834,R$290,"R$1,600",R$70,R$21,"R$1,981",0,70
835,"R$2,530","R$4,000","R$1,100",R$51,"R$7,681",1,250
836,R$580,"R$1,950",R$67,R$25,"R$2,622",0,76
837,R$700,"R$1,811",R$59,R$7,"R$2,577",1,60
838,"R$4,200","R$6,000","R$1,375",R$77,"R$11,650",1,197
839,R$0,"R$2,250",R$15,R$34,"R$2,299",0,100
840,R$375,"R$1,635",R$0,R$21,"R$2,031",1,40
841,"R$2,061","R$11,000",R$262,R$140,"R$13,460",1,62
842,R$0,"R$1,280",R$55,R$20,"R$1,355",1,35
843,R$393,"R$2,100",R$59,R$27,"R$2,579",1,23
844,R$0,"R$10,000",R$985,R$151,"R$11,140",1,323
845,R$0,"R$5,800",R$917,R$88,"R$6,805",1,450
846,"R$4,300","R$7,948","R$4,400",R$101,"R$16,750",1,560
847,"R$2,322","R$8,000",R$385,R$102,"R$10,810",1,156
848,R$0,"R$2,600",R$0,R$15,"R$2,615",1,130
